235,-61,0.01,-0.16,-0.95,2.18,-48.39,103.6,304,1
236,-56,-0.01,-0.02,-1.07,7.9,-45.89,105.66,306,1
237,-57,-0.06,0.02,-1.06,20.02,-48.15,86.64,307,1
238,-54,-0.13,0.11,-1.03,37.32,-54.05,54.96,308,1
239,-57,-0.18,0.13,-1.33,54.23,-34.63,5.08,311,1
240,-56,-0.25,0.16,-1.28,54.85,-9.65,6.31,312,1
241,-57,-0.35,0.11,-0.98,44.11,24.97,33.38,313,1
242,-56,-0.24,0.16,-0.72,26.84,28.79,62.22,314,1
243,-54,-0.24,0.22,-0.77,16.19,25.47,79.09,315,1
244,-52,-0.06,0.21,-1.16,12.06,20.33,79.01,316,1
245,-53,-0.24,0.24,-1.28,5.24,4.69,43.18,317,1
246,-56,-0.29,0.18,-0.98,9.3,56.89,-35.27,319,1
247,-62,-0.18,-0.07,-0.89,-26.27,63.84,35.66,321,1
248,-64,-0.16,0.02,-1,-45.94,62.57,76.69,322,1
249,-63,-0.3,0.18,-1.02,-32.11,50.66,61.63,324,1
250,-61,-0.24,0.15,-1.09,-22.5,34.11,28.28,325,1
251,-64,-0.24,0.09,-1.16,-14.63,17.49,15.3,326,1
252,-64,-0.25,0.06,-1.24,-3.05,7.17,18.27,327,1
253,-60,-0.16,-0.06,-1.48,11.83,-24.03,53.84,329,1
254,-61,-0.04,0.08,-1.42,22.85,-54.42,59.18,330,1
255,-55,-0.03,0,-1.16,70.92,-112.02,92.14,333,1
256,-63,-0.28,-0.07,-1.15,35.8,-106.27,70.33,334,1
257,-61,-0.12,-0.04,-1.36,17.34,-69.06,32.42,335,1
258,-57,-0.02,-0.02,-1.14,14.2,-72.42,18.94,336,1
259,-58,0.02,-0.02,-1.03,26.96,-71.21,27.76,337,1
260,-54,-0.07,0,-1,49.08,-70.51,30.41,339,1
261,-53,-0.09,0,-0.93,55.56,-51.51,7.21,341,1
262,-53,-0.15,0.03,-0.94,58.37,-38.11,-4.55,342,1
263,-54,-0.22,-0.05,-1.1,30.36,8.16,12.25,344,1
264,-55,-0.2,-0.02,-1.16,11.81,32.34,28.21,345,1
265,-56,-0.39,0,-1.12,-14.88,73.43,62.53,346,1
266,-53,-0.36,0.08,-1.04,-45.18,107.62,82.82,347,1
267,-58,-0.32,0.19,-0.88,-67.82,113.8,89.99,348,1
268,-58,-0.15,0.37,-1.2,-48.77,75.53,14.79,350,1
269,-61,-0.17,0.35,-1.45,-22.18,41.13,-44.98,351,1
270,-61,-0.11,0.19,-1.35,-1.79,11.2,-85.51,352,1
271,-60,-0.15,0.03,-1.07,4.88,7.52,-79.5,353,1
272,-58,-0.19,-0.04,-0.9,3.34,15.74,-50.6,354,1
273,-59,-0.18,-0.05,-0.88,-18.47,30.27,12.63,356,1
274,-60,-0.17,0.02,-0.94,-27.09,31.35,6.68,357,1
275,-58,-0.26,0.05,-0.92,-22.83,33.36,2.11,358,1
276,-61,-0.27,0.07,-1.03,-17.99,41.57,8.48,359,1
277,-60,-0.24,0.06,-1.21,-11.53,32.44,25.28,360,1
278,-60,-0.23,0.12,-1.31,-8.21,9.02,40.21,361,1
279,-58,-0.19,0.18,-1.5,6.06,-7.32,38.36,362,1
280,-53,-0.01,0.12,-1.08,54.34,-102.6,96.95,365,1
281,-52,-0.11,0.13,-1.11,53.4,-126.76,120.52,367,1
282,-55,-0.29,0.14,-1.25,24.68,-122.63,60.19,368,1
283,-53,-0.19,0.21,-1.22,29.89,-103.6,-25.12,369,1
284,-53,0.01,-0.04,-0.93,61.55,-78.34,-23.13,371,1
285,-53,-0.05,-0.04,-0.87,57.98,-68.21,-18.95,372,1
286,-49,-0.02,-0.03,-0.9,54.68,-57.87,-2.6,373,1
287,-48,-0.11,-0.04,-0.87,47.6,-47.74,-2.05,374,1
288,-49,-0.2,0.01,-0.83,27.13,-28.76,-15.01,375,1
289,-58,-0.27,-0.02,-0.94,-3.14,27.93,-53.67,377,1
290,-58,-0.27,-0.08,-1.2,-43.97,72.74,-54.89,378,1
291,-62,-0.26,0.01,-1.27,-106.23,152.31,-8.24,380,1
292,-56,-0.07,0.38,-1.52,-10.71,17.73,-91.02,384,1
293,-55,-0.05,0.22,-1.26,26.23,-27.18,-164.6,385,1
294,-55,-0.02,-0.01,-0.92,38.69,-35.61,-187.76,386,1
295,-61,0,-0.24,-0.81,29.67,-19.53,-139.28,387,1
296,-64,-0.08,-0.31,-0.74,-2.24,0.21,-76.14,388,1
297,-76,-0.21,-0.09,-0.86,-50.28,50.92,-11.92,390,1
298,-73,-0.32,-0.03,-0.96,-55.18,78.27,2.87,391,1
299,-64,-0.26,0.04,-1.32,-60.74,80.79,-2.93,392,1
300,-67,-0.17,0.13,-1.61,-42.75,45.58,1.23,393,1
301,-60,-0.18,0.19,-1.64,-8.27,1.5,14.31,394,1
302,-58,-0.19,0.3,-1.53,34.56,-39.05,8.98,395,1
303,-63,-0.18,0.24,-1.15,77.82,-83.73,9.83,396,1
304,-55,-0.21,-0.02,-1.34,34.68,-95.62,123.15,399,1
305,-58,-0.12,0.15,-1.31,23.98,-96.26,82.57,400,1
306,-55,-0.13,0.17,-1.04,40.06,-98.94,50.89,401,1
307,-52,-0.07,0.11,-0.94,51.65,-98.99,12.31,402,1
308,-52,-0.06,0.05,-0.94,60.05,-97.74,7.29,403,1
309,-52,-0.08,0.04,-0.92,52.99,-99.01,-28,404,1
310,-49,-0.11,0.07,-0.9,51.41,-89.66,-62.08,405,1
311,-50,-0.12,0,-0.86,56.49,-69.97,-69.41,406,1
312,-61,-0.26,-0.13,-1.1,-21.08,47.66,-12.31,409,1
313,-58,-0.35,-0.06,-1.24,-108.05,138.56,30.16,411,1
314,-58,-0.24,0.12,-1.07,-124.5,141.75,45.37,412,1
315,-58,-0.18,0.24,-1.05,-109.89,117.21,39.35,413,1
316,-56,-0.01,0.27,-1.25,-78.86,83.37,13.05,414,1
317,-58,-0.07,0.31,-1.38,12.21,-14.23,-103.15,416,1
318,-62,-0.03,-0.03,-0.86,50.27,1.1,-194.11,418,1
319,-64,0.02,-0.27,-0.81,25.69,6.3,-167.13,419,1
320,-69,-0.09,-0.37,-0.8,-22.21,22.37,-111.19,420,1
321,-65,-0.27,-0.28,-0.92,-95.86,63.08,24.82,422,1
322,-64,-0.35,-0.15,-1.13,-104.14,83.99,87.79,423,1
323,-66,-0.08,0.24,-1.72,-60.43,21.31,78.97,425,1
324,-63,-0.13,0.3,-1.3,62.28,-96.79,-24.73,427,1
325,-58,-0.1,-0.13,-1.06,111.7,-99.63,121.83,429,1
326,-55,-0.04,-0.13,-1.26,50.64,-132.55,135.69,430,1
327,-67,-0.2,0.1,-1.34,24.74,-113.34,138.01,431,1
328,-58,-0.15,0.18,-1.05,25.09,-109.18,90.05,432,1
329,-53,-0.09,0.16,-0.95,54.46,-108.56,-17.59,434,1
330,-53,-0.04,0.06,-0.95,55.92,-113.15,-64.09,435,1
331,-50,-0.08,0.02,-0.9,56.13,-103.18,-80.45,436,1
332,-49,-0.08,-0.03,-0.88,58.63,-84.66,-66.6,437,1
333,-50,-0.12,-0.1,-0.9,46.1,-59.35,-50.26,438,1
334,-58,-0.27,-0.03,-1.08,1.73,14.39,-35.6,440,1
335,-58,-0.4,-0.13,-1.08,-86.3,135.84,-21.03,442,1
336,-63,-0.26,-0.02,-0.92,-120.14,162.32,23.88,443,1
337,-63,-0.13,0.13,-1.04,-118.5,152.73,71.93,444,1
338,-59,-0.11,0.5,-1.49,-65.4,49.89,-20.31,446,1
339,-57,-0.32,0.43,-1.43,-6.82,25.75,-119.28,447,1
340,-58,-0.01,-0.11,-0.94,16.69,22.34,-149.42,449,1
341,-70,-0.32,0.06,-1.18,-58.48,56.53,4.12,454,1
342,-63,-0.1,0.06,-1.66,33.69,-39.5,-18.49,457,1
343,-69,0.02,0.01,-1.24,77.02,-81.64,44.19,458,1
344,-59,-0.07,0.09,-1.17,114.98,-95.09,217.53,460,1
345,-58,-0.13,0.12,-1.3,52.71,-154.51,189.71,461,1
346,-61,-0.38,0.37,-1.27,17.95,-140.44,114.55,462,1
347,-56,-0.35,0.4,-1.05,33.33,-127.68,17.1,463,1
348,-56,-0.13,0.2,-0.94,47.57,-108.41,-45.95,464,1
349,-52,-0.12,-0.01,-0.92,44.56,-99.4,-41.14,465,1
350,-50,0.01,-0.08,-0.9,25.23,-97.97,-23.5,466,1
351,-48,-0.07,0,-0.88,25.48,-83.95,0.95,467,1
352,-49,-0.15,0.03,-0.83,25.7,-73.76,1.59,468,1
353,-50,-0.19,0.03,-0.87,24.48,-40.65,-10.05,469,1
354,-53,-0.22,0,-0.88,14.11,-19.13,-21.4,470,1
355,-59,-0.23,-0.03,-1.09,4.24,32.13,-21.79,471,1
356,-66,-0.38,-0.01,-1,-58.06,134.18,-5.2,473,1
357,-59,-0.37,0.12,-0.81,-84.58,150.87,10.15,474,1
358,-60,-0.23,0.31,-0.98,-91.66,133.5,-7.69,475,1
359,-60,-0.04,0.39,-1.32,-66.32,98.64,-22.2,476,1
360,-58,-0.14,0.37,-1.53,-22.44,60.77,-44.4,477,1
361,-58,-0.1,0.25,-1.41,3.17,26.93,-74.6,478,1
362,-60,-0.37,0.14,-1.03,1.27,-5.2,-97.4,479,1
363,-62,-0.26,-0.14,-0.87,-33.08,32.36,-6.21,481,1
364,-60,-0.23,-0.05,-0.96,-67.71,30.84,9.54,482,1
365,-70,-0.31,0.08,-0.91,-75.92,14.85,-5.47,483,1
366,-61,-0.39,0.03,-0.95,-66.34,35.47,-3.11,484,1
367,-61,-0.26,0.11,-1.44,-58.82,20.51,20.11,486,1
368,-58,-0.09,0.24,-1.69,-11.27,-11.42,8.39,487,1
369,-59,-0.13,0.17,-1.21,103.65,-80.3,-4.76,489,1
370,-58,-0.04,-0.1,-1.09,122.8,-99.31,111.75,491,1
371,-53,-0.15,-0.08,-1.25,92.94,-98.08,167.64,492,1
372,-61,-0.15,0.07,-1.24,66.16,-96.79,143.44,493,1
373,-70,-0.17,0.06,-1.06,65.59,-79.02,109.23,494,1
374,-53,-0.1,-0.05,-0.98,53.71,-63.99,96.99,495,1
375,-64,0,-0.07,-0.96,40.51,-61.08,100.02,496,1
376,-52,0.01,-0.04,-0.93,34.85,-60.82,110.66,497,1
377,-49,-0.1,0.06,-0.96,44.11,-47.99,93.98,499,1
378,-54,-0.12,0.07,-0.96,47.08,-37.85,55.66,500,1
379,-52,-0.18,0.05,-1.02,47.53,-20.96,44.36,501,1
380,-57,-0.25,0.01,-1.25,36.02,12.15,37.02,502,1
381,-59,-0.31,0.01,-1.31,5.01,43.8,19.89,503,1
382,-59,-0.35,0.12,-1.06,-7.47,74.89,29.9,504,1
